Track Name,Artist,Danceability,Energy,Loudness,Acousticness,Instrumentalness,Liveness,Speechiness,Tempo,Key,Mode,Liked
Pinocchio,UnoTheActivist,0.429,0.561,-9.356,0.00037,0.000345,0.146,0.0607,167.854,1,1,0
HWAA,(G)I-DLE,0.384,0.868,-3.226,0.0458,5.82e-06,0.0797,0.0711,95.027,6,0,1
Rich As Hell,YoungBoy Never Broke Again,0.874,0.647,-5.256,0.0382,0.0,0.215,0.441,154.04,1,1,0
Wants and Needs (feat. Lil Baby),Drake,0.578,0.449,-6.349,0.0618,2.17e-06,0.119,0.286,136.006,1,1,1
6 Man,Drake,0.568,0.535,-9.306,0.217,0.0,0.114,0.513,83.589,4,1,1
But still...,SawanoHiroyuki[nZk]:Aimer,0.596,0.77,-6.933,0.00333,4.37e-06,0.106,0.0304,99.996,8,0,1
Shingeki Pf - Adlib - C 20130218 Kyojin,Hiroyuki Sawano,0.374,0.101,-23.748,0.956,0.885,0.0825,0.0559,103.259,5,0,1
New N3on,Playboi Carti,0.888,0.833,-6.546,0.0631,0.0,0.106,0.0737,130.054,6,0,0
Ferris Wheel,Young Nudy,0.743,0.796,-3.649,0.375,0.0272,0.261,0.242,140.057,6,0,0
ELEVEN,IVE,0.828,0.731,-3.033,0.0617,0.0,0.048,0.111,119.978,9,1,0
My Shit,A Boogie Wit da Hoodie,0.812,0.621,-8.3,0.244,0.0,0.099,0.0515,77.998,5,1,0
Bones,Imagine Dragons,0.772,0.75,-3.67,0.0201,0.0,0.074,0.0455,114.061,5,0,0
cobalt,MOB CHOIR,0.355,0.949,-3.34,0.00373,0.00178,0.344,0.124,94.599,9,0,1
Demon Party,YoungBoy Never Broke Again,0.826,0.576,-8.411,0.158,0.0,0.213,0.467,118.989,8,0,0
Sorry Baby,SPLURGE,0.765,0.68,-8.21,0.248,0.0,0.108,0.178,150.027,9,0,0
Portland,Drake,0.925,0.443,-8.216,0.0172,0.0,0.276,0.264,136.078,1,1,1
Impala,Young Nudy,0.826,0.579,-7.754,0.334,0.000193,0.122,0.388,154.971,0,1,0
West Coast Shit (feat. Tyga & Quavo),Pop Smoke,0.831,0.762,-5.656,0.0885,0.0,0.107,0.207,99.999,11,0,0
Product Of A Playa,UnoTheActivist,0.696,0.483,-11.882,0.0215,0.142,0.215,0.205,140.045,9,1,0
PAY ME,Thouxanbanfauni,0.729,0.666,-10.312,0.243,0.000424,0.145,0.0531,163.045,10,0,0
Streets Don't Love You,A Boogie Wit da Hoodie,0.489,0.456,-10.5,0.65,0.0,0.101,0.501,84.109,10,0,0
Just be yourself,TWICE,0.609,0.762,-4.503,0.0472,0.0,0.407,0.0785,105.039,9,1,1
Sativa,Jhené Aiko,0.741,0.61,-7.34,0.316,0.0,0.534,0.0511,125.99,6,0,1
The Reaper,A Boogie Wit da Hoodie,0.761,0.61,-7.039,0.379,0.0,0.123,0.094,141.955,6,1,0
Checklist,UnoTheActivist,0.861,0.536,-10.863,0.218,0.0,0.0789,0.393,132.488,1,1,0
Blood On My Denim,A Boogie Wit da Hoodie,0.842,0.52,-6.51,0.386,0.0,0.115,0.122,109.008,7,1,0
How They Label Me,Young Nudy,0.747,0.481,-10.703,0.0817,0.0,0.108,0.442,149.842,0,0,0
Harlem Shake (feat. Young Thug),Future,0.864,0.689,-7.273,7.68e-05,0.000467,0.111,0.22,152.946,10,0,1
Avid,SawanoHiroyuki[nZk],0.468,0.753,-4.329,0.179,5.65e-06,0.148,0.031,155.929,4,0,1
FAKE LOVE - Japanese ver.,BTS,0.546,0.682,-5.628,0.00362,0.0,0.295,0.039,154.923,2,0,1
好きな人だけに,Hiroaki Tsutsumi,0.4,0.243,-20.135,0.971,0.946,0.129,0.0386,105.226,2,1,1
RUN THIS TOWN,GENERATIONS from EXILE TRIBE,0.564,0.986,-2.467,0.0794,1.06e-06,0.0657,0.171,132.019,2,1,1
Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay,0.88,0.575,-6.091,0.415,0.0,0.109,0.163,120.031,6,1,1
DNA - Pedal 2 LA Mix,BTS,0.487,0.956,-3.44,0.0352,0.0,0.301,0.134,129.966,1,0,0
Howl out,NEO JAPONISM,0.468,0.911,-2.778,0.00219,2.24e-06,0.385,0.083,92.538,4,0,1
Soul Snatcher,A Boogie Wit da Hoodie,0.74,0.749,-4.43,0.569,0.0,0.139,0.127,90.02,8,1,0
BackOutsideBoyz,Drake,0.849,0.433,-8.434,0.0407,0.0,0.388,0.316,142.11,5,0,0
角都,Yasuharu Takanashi,0.643,0.584,-10.448,9.21e-05,0.82,0.228,0.0293,120.013,1,1,1
White Sand,Migos,0.827,0.591,-7.504,0.0307,0.0,0.273,0.0744,142.113,5,0,0
Ditto,NewJeans,0.814,0.641,-5.957,0.027,0.0,0.0993,0.111,133.854,6,0,0
Joker,Young Nudy,0.802,0.532,-7.385,0.0963,0.0,0.493,0.221,120.017,9,0,0
Feel Special,TWICE,0.709,0.959,-1.339,0.0296,0.00188,0.107,0.0603,128.983,1,1,1
Snitching (feat. Quavo & Future),Pop Smoke,0.944,0.579,-4.961,0.0381,0.0,0.253,0.191,135.033,8,1,0
Old Town Road,Lil Nas X,0.907,0.53,-6.112,0.0578,2.23e-06,0.101,0.127,135.998,1,1,0
Fine China,Future,0.656,0.542,-7.358,0.0484,0.0,0.126,0.323,166.111,7,1,1
Titan♀~9chiku,Hiroyuki Sawano,0.308,0.727,-10.961,0.00196,0.852,0.13,0.0392,99.888,2,1,1
Extendo (feat. Lil Uzi Vert),Young Nudy,0.817,0.67,-7.299,0.105,3.3e-06,0.366,0.221,133.053,1,1,0
Some Nights,TAEYEON,0.475,0.558,-5.074,0.266,0.0,0.0877,0.0359,89.513,7,0,1
Faceshot,Future,0.802,0.833,-4.234,0.00772,0.0,0.346,0.0832,165.97,11,1,1
Jungle,Young Nudy,0.877,0.4,-10.351,0.662,0.0,0.101,0.295,134.892,1,1,0
カタオモイ,Aimer,0.621,0.533,-5.974,0.78,0.0,0.333,0.0342,96.981,1,1,1
Celebration (feat. Toko Miura),RADWIMPS,0.497,0.924,-2.132,0.092,0.0,0.0993,0.0655,151.997,6,0,1
Alive A life,Rica Matsumoto,0.6,0.933,-3.692,0.0053,0.000373,0.362,0.133,139.997,8,0,1
Dope,BTS,0.579,0.896,-2.781,0.0272,1.02e-06,0.352,0.224,153.991,10,0,1
Come Closer (feat. Queen Naija),A Boogie Wit da Hoodie,0.741,0.556,-6.647,0.22,0.0,0.0981,0.0947,140.056,7,0,0
Too Playa,Migos,0.75,0.506,-8.215,0.0222,0.0,0.0986,0.0852,137.978,10,1,0
Can't Die,Juice WRLD,0.652,0.671,-5.89,0.0222,0.0,0.107,0.0756,84.008,2,1,1
Yamaha,UnoTheActivist,0.897,0.552,-6.558,0.0227,6.56e-06,0.0714,0.441,146.976,9,0,0
Roughneck,Young Nudy,0.728,0.574,-8.565,0.0589,0.0,0.294,0.306,157.06,6,0,0
Versions of Me,Anitta,0.659,0.745,-3.716,0.00627,0.0,0.109,0.0354,123.038,5,1,1
All Of A Sudden,Lil Baby,0.759,0.727,-5.617,0.000151,0.0015,0.0588,0.111,139.995,1,1,1
My Satisfaction,IVE,0.5,0.923,-2.592,0.141,0.0,0.0938,0.392,136.995,11,0,0
Rin's Melody,Hideyuki Fukasawa,0.255,0.00181,-28.885,0.991,0.849,0.124,0.047,168.153,2,0,1
The Last Backyard...,YoungBoy Never Broke Again,0.592,0.691,-6.325,0.355,0.0,0.217,0.204,159.708,6,1,0
RiGHT NOW,EMPiRE,0.402,0.961,-2.235,0.0445,2.86e-06,0.904,0.133,154.97,6,1,1
N0VA,SawanoHiroyuki[nZk],0.664,0.808,-4.96,0.506,1.56e-05,0.15,0.0367,101.964,10,0,1
Casket,UnoTheActivist,0.504,0.886,-9.358,0.00362,1.15e-05,0.484,0.379,174.916,1,1,0
What You Know Bout Love,Pop Smoke,0.709,0.548,-8.493,0.65,1.59e-06,0.133,0.353,83.995,10,1,0
Audi.,Smokepurpp,0.793,0.366,-10.051,0.0214,0.0,0.0964,0.136,122.991,7,1,0
Going Dumb (with Stray Kids) [Mike Williams Remix],Alesso,0.776,0.739,-6.175,0.0258,1.28e-05,0.114,0.233,128.058,6,0,1
Plug (feat. ka$hdami),MadeinTYO,0.715,0.628,-6.735,0.0283,0.0,0.286,0.07,141.996,6,0,0
NEXT LEVEL,YU-KI,0.485,0.982,-3.074,0.00368,7.1e-06,0.112,0.284,171.919,0,1,1
Loud and Liquor,SPLURGE,0.794,0.662,-8.376,0.0458,0.0,0.0568,0.386,145.02,1,1,0
BEHIND THE MASK,TWICE,0.362,0.813,-4.247,0.0689,0.0,0.195,0.113,86.468,5,1,1
"Go Off (with Lil Uzi Vert, Quavo & Travis Scott)",Lil Uzi Vert,0.733,0.777,-2.83,0.0256,0.0,0.239,0.0791,88.494,8,0,1
Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,0.845,0.631,-8.206,0.188,0.0,0.0806,0.216,111.983,7,0,1
words,Aimer,0.426,0.606,-7.481,0.0919,0.0,0.365,0.04,139.993,6,1,1
Last Night (feat. GangZi),Hanul Lee,0.643,0.738,-4.335,0.0325,0.0,0.0986,0.0528,97.912,0,0,1
Astral Plane (High As Me),UnoTheActivist,0.709,0.541,-7.689,0.075,0.0,0.276,0.0478,81.98,10,0,0
NIGHT RIDER,Joji,0.768,0.754,-6.713,0.617,0.919,0.11,0.141,85.016,8,1,1
La Isla Bonita,DreamNote,0.757,0.914,-3.017,0.102,2.14e-06,0.141,0.0369,105.96,1,1,1
Face-off,Jimin,0.689,0.539,-7.671,0.178,1.45e-05,0.106,0.048,119.949,2,0,0
LOVEADE,VIVIZ,0.804,0.786,-4.071,0.0138,0.0,0.0725,0.146,113.999,1,1,0
The Feels,TWICE,0.808,0.903,-2.179,0.0899,0.0,0.0816,0.0729,120.044,9,1,0
A Keeper,Drake,0.6,0.482,-11.596,0.512,0.000104,0.115,0.0701,121.909,1,1,1
Make It Make Sense,UnoTheActivist,0.535,0.717,-7.327,0.00221,0.0,0.308,0.0375,81.282,1,1,0
Top Me?,UnoTheActivist,0.715,0.532,-7.428,0.152,0.0,0.153,0.288,159.978,1,1,0
I Need U,BTS,0.475,0.897,-2.383,0.0184,0.0,0.296,0.0736,78.918,5,0,1
THE ART OF REALIZATION,Lil Nas X,0.519,0.464,-18.957,0.905,0.0,0.448,0.56,109.744,10,0,0
The Happiest Girl,BLACKPINK,0.641,0.374,-8.458,0.638,0.0,0.118,0.0328,91.058,0,1,0
Time to Rock Out,UnoTheActivist,0.803,0.452,-17.523,0.00371,0.0,0.334,0.376,145.049,10,0,0
DON′T ASK DON′T TELL,EVERGLOW,0.763,0.828,-3.034,0.0688,0.0,0.1,0.0458,118.044,1,0,1
Have My Way (Prada Me Down),MadeinTYO,0.621,0.802,-7.577,0.0287,0.0,0.567,0.144,149.78,9,1,0
U With Me?,Drake,0.429,0.43,-11.373,0.338,1.18e-05,0.138,0.165,174.983,2,1,1
Auto Pilot,Migos,0.928,0.721,-5.774,0.0714,0.0,0.225,0.15,129.997,11,1,0
From Time,Drake,0.738,0.491,-9.726,0.626,0.0,0.126,0.413,94.378,1,0,1
Had 2,Playboi Carti,0.783,0.672,-7.925,0.0434,0.0,0.141,0.34,151.781,11,0,0
Energy,Drake,0.747,0.571,-7.916,0.38,0.0,0.534,0.478,172.104,11,1,1
Ronny J Please Turn Me Up,UnoTheActivist,0.897,0.482,-8.075,0.0107,0.0,0.111,0.27,141.996,1,1,0
Missing You,MY FIRST STORY,0.465,0.966,-3.043,0.000368,0.0,0.343,0.0991,95.01,8,1,1
Love Love Love,VIVIZ,0.747,0.822,-3.33,0.0565,0.0,0.318,0.0617,124.982,3,0,0
Riding Round,UnoTheActivist,0.32,0.691,-7.216,0.00318,0.0,0.179,0.238,157.848,1,1,0
虹の彼方に,ReoNa,0.622,0.214,-9.397,0.946,1.62e-05,0.124,0.0282,97.456,5,1,1
BOOMBAYAH,BLACKPINK,0.661,0.836,-3.164,0.00268,0.0,0.497,0.059,124.952,5,0,0
Eren Zahyo,Hiroyuki Sawano,0.11,0.547,-9.361,0.00304,0.893,0.0629,0.043,72.947,6,0,1
F*** Me Mean,Young Nudy,0.709,0.706,-6.156,0.0667,0.0,0.0984,0.237,75.925,0,1,0
Something Else (feat. Young Nudy),Yung Fume,0.763,0.47,-9.531,0.0922,2.6e-06,0.0908,0.39,75.891,6,0,0
Fool's Gold,One Direction,0.515,0.773,-4.848,0.23,1.29e-06,0.0938,0.0479,128.001,6,1,0
色彩,yama,0.581,0.926,-3.268,0.176,0.0,0.251,0.0662,117.04,7,0,1
Liability,Drake,0.557,0.706,-6.592,0.268,0.0,0.132,0.0649,105.013,0,1,0
WOLFGANG,Stray Kids,0.524,0.848,-3.48,0.0535,0.0,0.0786,0.122,161.672,2,0,1
打上花火,Daoko,0.625,0.668,-4.315,0.288,0.0,0.107,0.0249,95.968,6,1,1
Out The Hood,Gunna,0.84,0.427,-9.777,0.375,2.55e-05,0.111,0.376,147.931,5,0,1
through the late night,Travis Scott,0.744,0.589,-1.218,0.36,0.0,0.119,0.0359,127.051,5,0,1
VOID,Lil Nas X,0.609,0.438,-8.486,0.626,0.00011,0.103,0.0311,139.875,6,0,0
Zero,NewJeans,0.705,0.653,-7.407,0.31,1.46e-05,0.122,0.17,171.932,1,0,0
Am-Pm,UnoTheActivist,0.341,0.576,-11.944,0.00208,0.0104,0.137,0.123,102.623,1,1,0
Over Your Head,Future,0.773,0.742,-5.453,0.00198,0.0,0.558,0.162,148.949,5,0,1
Home (KOD),Playboi Carti,0.722,0.686,-6.173,0.316,0.0,0.352,0.24,77.015,7,0,0
Anaconda,Nicki Minaj,0.964,0.605,-6.223,0.0668,7.78e-06,0.214,0.179,129.994,9,1,0
By Myself,UnoTheActivist,0.65,0.582,-8.195,0.00242,0.0,0.329,0.0481,131.031,5,1,0
NO BYSTANDERS,Travis Scott,0.731,0.811,-3.225,0.0204,0.0,0.411,0.0712,147.045,1,1,1
Off-White (feat. Lil Keed),Lil Gotit,0.91,0.442,-8.876,0.0115,0.0,0.263,0.183,116.12,1,1,1
Don't Know How It Feels,UnoTheActivist,0.553,0.543,-8.397,6.96e-05,0.00522,0.162,0.0422,160.058,5,0,0
Sad Truth Freestyle,UnoTheActivist,0.744,0.418,-8.209,0.0223,0.0,0.112,0.232,140.135,8,1,0
Pedestrian,Gunna,0.736,0.578,-7.387,0.0906,1.58e-06,0.319,0.129,172.96,7,1,1
Woah,Lil Baby,0.882,0.602,-5.554,0.0177,0.0,0.178,0.245,142.959,11,1,1
Take Shots (feat. Tory Lanez),A Boogie Wit da Hoodie,0.63,0.505,-4.923,0.0331,0.0,0.0713,0.244,92.537,10,0,0
Came from the Bottom,UnoTheActivist,0.778,0.542,-13.002,0.026,0.000356,0.239,0.225,158.016,10,0,0
Needed That,A Boogie Wit da Hoodie,0.489,0.548,-7.907,0.108,0.0,0.0865,0.271,146.33,0,0,0
Forever,Drake,0.415,0.926,-1.304,0.253,0.0,0.256,0.374,158.423,5,0,1
Still Hood,Lil Baby,0.742,0.701,-5.92,0.0821,0.0,0.116,0.21,137.951,1,1,1
IM THE SHIT,Thouxanbanfauni,0.814,0.48,-12.158,0.0113,0.0,0.126,0.405,162.117,8,1,0
Occult Phenomenon Research Club,Paranom,0.636,0.731,-9.068,0.0888,0.00096,0.0887,0.085,199.839,11,0,0
BOP BOP!,VIVIZ,0.688,0.831,-2.857,0.0697,0.0,0.13,0.0962,126.118,0,1,0
HOUSTONFORNICATION,Travis Scott,0.689,0.723,-4.052,0.0985,0.0,0.158,0.0836,160.042,0,0,1
Lovesick Girls,BLACKPINK,0.654,0.707,-5.661,0.00559,0.0,0.0873,0.0664,127.97,6,1,1
Ready For Love,BLACKPINK,0.699,0.706,-5.449,0.0128,0.0,0.106,0.0996,107.864,6,1,0
MVSK,Kep1er,0.798,0.945,-3.02,0.0189,0.0,0.127,0.176,129.95,1,1,1
Bedtime Story (feat. GEMINI),JAMIE,0.781,0.47,-5.001,0.0585,0.0,0.0554,0.0584,118.022,5,0,1
Siren,TAEYEON,0.534,0.684,-3.684,0.422,1.64e-06,0.0761,0.0355,89.939,4,0,1
Lucky Strike,Maroon 5,0.674,0.74,-4.517,0.000637,0.0,0.111,0.0419,143.998,11,0,0
3AM on Glenwood,21 Savage,0.475,0.692,-8.327,0.0533,6.49e-06,0.18,0.398,181.167,1,1,0
THE POWER,THE RAMPAGE from EXILE TRIBE,0.756,0.871,-2.931,0.0867,0.0,0.335,0.0686,100.021,11,1,1
STREET SWEEPER (feat. Future),Gunna,0.788,0.443,-9.021,0.107,0.0,0.115,0.341,126.071,1,1,1
Hookah,Tyga,0.678,0.484,-6.647,0.735,0.0,0.117,0.43,190.04,1,0,1
7 Mac 11's,A Boogie Wit da Hoodie,0.789,0.528,-7.698,0.221,0.0,0.123,0.314,137.987,9,0,0
Sippin Tea,UnoTheActivist,0.597,0.6,-8.157,0.0719,0.0,0.208,0.0459,140.219,7,1,0
Aye Yai Yai,UnoTheActivist,0.732,0.618,-10.536,0.457,0.0,0.33,0.0589,110.987,4,1,0
カワキヲアメク,美波,0.541,0.846,-2.729,0.0122,0.000149,0.163,0.0551,129.138,6,0,1
FIREWORK,TWICE,0.7,0.92,-1.532,0.115,2.93e-06,0.701,0.0536,108.006,10,0,1
Mood Swings,A Boogie Wit da Hoodie,0.941,0.676,-5.54,0.208,5.61e-06,0.0986,0.0932,120.075,4,0,0
Stay Tonight,CHUNG HA,0.625,0.831,-2.186,0.203,0.000483,0.0783,0.056,121.025,2,0,1
WIN - Korean Version,CIX,0.633,0.676,-3.696,0.0758,0.0,0.108,0.0312,100.989,1,0,1
MET GALA,Gunna,0.873,0.577,-9.151,0.353,0.0,0.111,0.271,117.089,1,1,1
QUEEN,TWICE,0.629,0.837,-3.112,0.139,0.0,0.107,0.258,105.882,0,1,1
Bad News (feat. Tip),Young Nudy,0.791,0.471,-10.154,0.121,0.0,0.325,0.0893,130.957,9,1,0
Blood On My Jeans,Juice WRLD,0.868,0.55,-6.417,0.183,0.0,0.109,0.226,117.943,6,1,1
Black Swan,BTS,0.719,0.757,-5.167,0.137,0.0,0.129,0.0849,147.024,2,0,1
That’s It,Future,0.94,0.532,-5.998,0.12,0.0,0.0925,0.358,123.043,11,0,0
Animals,Maroon 5,0.279,0.742,-6.46,0.000185,0.0,0.593,0.0898,189.868,4,0,0
an artist,TK from Ling tosite sigure,0.556,0.866,-2.878,0.0742,0.0,0.33,0.0615,128.981,0,0,1
MIGHTY WARRIORS,PKCZ(R),0.751,0.928,-4.753,0.532,0.0,0.293,0.186,129.976,7,1,1
Paraphernalia,UnoTheActivist,0.517,0.586,-10.351,0.0183,1.64e-06,0.106,0.293,83.544,1,1,0
Maria I'm Drunk (feat. Justin Bieber & Young Thug),Travis Scott,0.648,0.631,-5.662,0.377,0.0,0.12,0.103,105.989,4,0,1
Ain't Livin Right (feat. Gunna),Future,0.755,0.503,-8.06,0.0492,0.0,0.226,0.206,142.011,0,1,1
Dyminate,UnoTheActivist,0.828,0.399,-13.132,0.171,0.0,0.126,0.74,125.109,11,1,0
Respect,BTS,0.661,0.84,-4.805,0.00485,0.0,0.287,0.116,91.457,0,1,1
MONTERO (Call Me By Your Name),Lil Nas X,0.593,0.503,-6.725,0.293,0.0,0.405,0.22,178.781,8,0,0
Lunch Meat,Young Nudy,0.778,0.592,-7.157,0.157,2.56e-05,0.112,0.396,140.053,6,0,0
Don't Panic,UnoTheActivist,0.814,0.41,-15.629,0.00546,0.0,0.0728,0.334,138.976,1,0,0
Sin miedo,Anitta,0.818,0.771,-1.781,0.325,0.0,0.0878,0.0666,99.955,6,1,1
so far ahead > empire,Gunna,0.607,0.47,-7.586,0.278,0.0,0.184,0.182,163.969,2,0,1
Middle of the Ocean,Drake,0.466,0.703,-5.774,0.18,0.0,0.422,0.393,76.815,4,0,0
Bang Bang,Jessie J,0.706,0.786,-3.417,0.26,0.0,0.38,0.091,150.028,0,0,0
Cap to Me,UnoTheActivist,0.672,0.414,-10.535,0.00303,0.0,0.261,0.09,133.99,5,0,0
Climax (feat. 6lack),Young Thug,0.829,0.362,-11.546,0.0608,0.0,0.135,0.231,122.912,0,0,1
Take It,IVE,0.802,0.934,-3.216,0.0609,0.0,0.0158,0.0604,150.036,9,0,0
黒点,Yasuharu Takanashi,0.465,0.873,-8.205,4.79e-06,0.873,0.127,0.04,91.986,5,1,1
Reborn,KIDS SEE GHOSTS,0.585,0.597,-7.499,0.339,0.0404,0.195,0.037,100.051,0,1,1
Duntsane,Young Nudy,0.63,0.551,-6.504,0.0558,0.0,0.126,0.417,149.894,11,1,0
TA,Stray Kids,0.639,0.957,-3.157,0.00262,0.0,0.367,0.236,126.031,7,1,1
We Do Not Give Up,Young Nudy,0.879,0.57,-5.702,0.0512,0.0,0.115,0.218,156.981,5,1,0
Destiny,SawanoHiroyuki[nZk]:Aimer,0.654,0.809,-7.645,0.136,4.69e-05,0.0923,0.065,96.062,4,0,1
Bet You Wanna (feat. Cardi B),BLACKPINK,0.653,0.662,-6.168,0.00465,0.0,0.0626,0.162,111.712,7,1,0
Yeah Yeah,Young Nudy,0.644,0.597,-8.305,0.0167,5.41e-05,0.112,0.206,139.969,6,0,0
Ready,Young Nudy,0.78,0.49,-7.983,0.0112,0.000263,0.104,0.247,75.501,8,1,0
Perform Miracles,Frying-Pan,0.423,0.916,-5.894,5.31e-06,0.697,0.0443,0.0538,100.07,0,1,1
A$AP Forever (feat. Moby),A$AP Rocky,0.469,0.78,-6.49,0.224,0.0,0.13,0.122,125.999,10,0,1
MUGEN ROAD,J SOUL BROTHERS III,0.597,0.933,-2.46,0.0462,0.0,0.116,0.0813,94.987,6,0,1
Uptown Funk (feat. Bruno Mars),Mark Ronson,0.856,0.609,-7.223,0.00801,8.15e-05,0.0344,0.0824,114.988,0,1,0
Hibachi (feat. Young Thug),Lil Keed,0.854,0.584,-7.537,0.00792,0.0,0.0946,0.311,169.891,5,1,1
Blow Your Mind (Mwah),Dua Lipa,0.654,0.796,-4.761,0.0188,0.0,0.0948,0.122,108.854,2,0,1
Is You Dumb,UnoTheActivist,0.531,0.687,-4.579,0.0233,0.0,0.138,0.302,107.968,1,1,0
Barbecue,Young Nudy,0.918,0.613,-3.995,0.189,5.09e-05,0.104,0.239,129.984,8,0,0
NOTHING 4 FREE (feat. NAV),Gunna,0.804,0.652,-8.375,0.105,0.0,0.127,0.102,140.037,5,0,1
All The Stars (with SZA),Kendrick Lamar,0.698,0.633,-4.946,0.0605,0.000194,0.0926,0.0597,96.924,8,1,1
Kiss and Make Up,Dua Lipa,0.678,0.729,-4.188,0.0658,0.0,0.303,0.137,99.895,8,1,1
Yessirskiii,Lil Uzi Vert,0.895,0.739,-6.633,0.0183,7.61e-06,0.102,0.283,140.007,8,1,1
Never Change,SHUN,0.406,0.953,-3.107,0.00201,6.62e-05,0.343,0.0858,183.886,8,1,1
"Young, Dumb, Stupid",NMIXX,0.705,0.787,-3.397,0.049,0.0,0.0998,0.233,187.985,2,1,0
One In The Head (Bonus Track) (feat. Cristo4L & 4lquan),Young Nudy,0.847,0.524,-8.073,0.0157,0.0,0.106,0.262,143.017,1,1,0
Shut the Door,Lil Gotit,0.915,0.512,-7.517,0.11,0.0,0.107,0.308,122.003,1,0,0
Green Bean,Young Nudy,0.837,0.504,-9.182,0.0912,0.000733,0.111,0.269,140.027,8,1,0
BBO (Bad Bitches Only),Migos,0.808,0.771,-5.719,0.0413,1.29e-06,0.18,0.0645,161.94,4,0,0
White Noise,OFFICIAL HIGE DANDISM,0.467,0.908,-5.831,0.000582,5.12e-05,0.386,0.0643,143.16,5,0,1
Ok Alright (feat. ScHoolboy Q),Travis Scott,0.53,0.661,-5.507,0.141,0.00018,0.123,0.083,122.482,8,1,1
Slayerr,Tm88,0.709,0.676,-7.369,0.162,0.0,0.349,0.329,144.067,9,1,1
Scott Evil,Young Nudy,0.857,0.527,-9.639,0.238,0.00167,0.099,0.284,142.965,7,0,0
I Want to Write You a Song,One Direction,0.714,0.443,-7.638,0.779,0.000109,0.144,0.0256,106.038,5,1,0
Broke Boi,Playboi Carti,0.833,0.423,-10.296,0.000893,2.43e-05,0.135,0.383,142.078,1,1,0
dothatshit!,Playboi Carti,0.746,0.744,-5.56,0.067,0.0,0.279,0.254,162.964,9,1,0
Nasty's World (feat. A$AP Nast & Onyx),A$AP Mob,0.665,0.612,-7.14,0.0896,0.0,0.22,0.496,84.005,10,0,0
カナリア,ReoNa,0.659,0.212,-9.282,0.894,0.0,0.0939,0.0323,80.028,3,1,1
たぶん,YOASOBI,0.747,0.666,-6.395,0.146,0.000912,0.0981,0.0324,90.008,5,1,1
District 9,Stray Kids,0.646,0.954,-1.899,0.017,5.92e-06,0.122,0.18,90.017,9,1,1
SWING,TWICE,0.709,0.741,-4.085,0.0216,1.33e-06,0.111,0.0572,120.002,1,1,1
Where you at,LOONA,0.609,0.792,-3.912,0.461,0.0,0.0855,0.0703,100.046,0,0,1
Pray For Me (with Kendrick Lamar),The Weeknd,0.735,0.677,-4.979,0.0762,2.17e-05,0.111,0.093,100.584,2,1,1
Hanzai Shoukougun - Ze -,Yutaka Yamada,0.222,0.519,-11.294,0.698,0.777,0.0948,0.0385,145.146,11,0,1
Gangstas,Pop Smoke,0.548,0.506,-7.434,0.203,0.0001,0.0788,0.102,119.987,4,0,0
SET ME FREE (Lindgren Remix) (ENG),TWICE,0.567,0.858,-2.483,0.00707,0.0,0.114,0.0451,120.124,8,1,1
glimmer,sajou no hana,0.642,0.816,-5.482,0.111,0.0,0.303,0.0278,92.986,5,0,1
Trap House,A Boogie Wit da Hoodie,0.779,0.714,-5.203,0.309,0.0,0.0765,0.206,135.974,6,0,0
Million Dollar Play,Future,0.839,0.502,-5.886,0.11,0.0,0.115,0.398,150.07,0,0,1
What About You,UnoTheActivist,0.719,0.48,-15.601,0.000493,0.143,0.232,0.194,130.009,10,0,0
sh0ut (Remastered),SawanoHiroyuki[nZk]:Tielle&Gemie,0.668,0.921,-4.658,0.0176,0.0,0.36,0.0497,105.998,6,0,1
TALES OF DOMINICA,Lil Nas X,0.742,0.734,-5.582,0.629,0.00314,0.0834,0.0407,114.952,8,0,0
Filling Me Up,UnoTheActivist,0.743,0.578,-9.171,0.089,0.0335,0.11,0.0439,140.028,1,1,0
Diamonds Dancing (feat. Travis Scott),Young Stoner Life,0.851,0.703,-7.351,0.00949,2.57e-05,0.0895,0.303,74.017,4,0,1
For Free (feat. Drake),DJ Khaled,0.916,0.571,-8.241,0.0173,1.11e-06,0.153,0.2,103.521,10,0,1
Lil Flip,UnoTheActivist,0.965,0.834,-5.781,0.0506,8.58e-06,0.106,0.287,127.031,5,0,0
Put It In This Fist,Hiroaki Tsutsumi,0.164,0.503,-11.143,0.0529,0.965,0.076,0.0338,95.448,0,1,0
POWER to TEARER - プトティラ コンボのテーマ,火野映司(C.V.渡部 秀),0.462,0.977,-4.327,0.00734,0.0,0.105,0.182,155.07,10,0,1
Okra,Young Nudy,0.729,0.516,-6.358,0.0357,0.0,0.146,0.159,78.447,1,1,0
Hi High,LOONA,0.669,0.919,-2.262,0.0357,6.81e-06,0.222,0.0711,96.955,7,0,1
Copy Cat,SPLURGE,0.903,0.752,-5.728,0.446,0.0,0.0629,0.0936,113.996,9,0,0
女神,POLKADOT STINGRAY,0.483,0.747,-3.852,0.0412,1.32e-06,0.321,0.106,169.888,0,1,1
June Baby,UnoTheActivist,0.746,0.25,-20.62,0.456,3.68e-06,0.0947,0.0893,113.973,7,0,0
Time I'm On,YoungBoy Never Broke Again,0.732,0.683,-6.477,0.0567,0.0,0.149,0.29,160.002,7,1,0
